Accession	ID	Name	TFs	EnsemblID
M01434	HOXD11_01	HOXD11	Hoxd11	ENSMUSG00000042499
M01435	PSX1_01	PSX1	Rhox6	ENSMUSG00000006200
M01436	CRX_02	Crx	Crx	ENSMUSG00000041578
M01437	HOXC12_01	HOXC12	Hoxc12	ENSMUSG00000050328
M01438	IPF1_06	ipf1	Pdx1	ENSMUSG00000029644
M01439	DLX1_01	Dlx-1	Dlx1	ENSMUSG00000041911
M01440	LHX8_01	Lhx8	Lhx8	ENSMUSG00000096225
M01441	OG2_02	OG-2	Nobox	ENSMUSG00000029736
M01442	BSX_01	Bsx	Bsx	ENSMUSG00000054360
M01443	MOX1_01	Mox1	Meox1	ENSMUSG00000001493
M01444	PMX2A_01	PMX2A	Phox2a	ENSMUSG00000007946
M01445	OBOX6_01	Obox6	Obox6	ENSMUSG00000041583
M01446	BARHL2_01	Barhl2	Barhl2	ENSMUSG00000034384
M01447	PITX2_01	PITX2	Pitx2	ENSMUSG00000028023
M01448	HOXD1_01	HOXD1	Hoxd1	ENSMUSG00000042448
M01449	CDX2_01	Cdx-2	Cdx2	ENSMUSG00000029646
M01450	OBOX1_01	Obox1	Obox1	ENSMUSG00000054310
M01451	HOXB8_01	HOXB8	Hoxb8	ENSMUSG00000056648
M01452	HOX13_02	HOXA5	Hoxa5	ENSMUSG00000038253
M01453	CART1_03	CART1	Alx1	ENSMUSG00000036602
M01454	HOXC5_01	HOXC5	Hoxc5	ENSMUSG00000022485
M01455	EN2_01	En-2	En2	ENSMUSG00000039095
M01456	HMBOX1_01	Hmbox1	Hmbox1	ENSMUSG00000021972
M01457	NKX23_01	Nkx2-3	Nkx2-3	ENSMUSG00000044220
M01458	UNCX41_01	Uncx-4.1	Uncx	ENSMUSG00000029546
M01459	PREP1_01	PREP1	Pknox1	ENSMUSG00000006705
M01460	HOXB6_01	HOXB6	Hoxb6	ENSMUSG00000000690
M01461	EMX2_01	EMX2	Emx2	ENSMUSG00000043969
M01462	POU6F1_02	POU6F1	Pou6f1	ENSMUSG00000009739
M01464	HOXA10_01	HOXA10	Hoxa10	ENSMUSG00000000938
M01465	PIT1_01	Pit-1	Pou1f1	ENSMUSG00000004842
M01466	OBOX3_01	Obox3	Obox3	ENSMUSG00000066772
M01467	HOXB13_01	HOXB13	Hoxb13	ENSMUSG00000049604
M01468	DLX2_01	Dlx-2	Dlx2	ENSMUSG00000023391
M01469	NKX61_02	NKX6A	Nkx6-1	ENSMUSG00000035187
M01470	NKX63_01	Nkx6-3	Nkx6-3	ENSMUSG00000063672
M01471	LHX3_01	Lhx3	Lhx3	ENSMUSG00000026934
M01472	IRX5_01	Irx5	Irx5	ENSMUSG00000031737
M01473	BRN4_01	Brn-4	Pou3f4	ENSMUSG00000056854
M01474	ESX1_01	Esx1	Esx1	ENSMUSG00000023443
M01475	EVX1_01	Evx-1	Evx1	ENSMUSG00000005503
M01476	POU2F3_01	POU2F3	Pou2f3	ENSMUSG00000032015
M01477	OCTAMER_02	Octamer	Pou3f2	ENSMUSG00000095139
M01478	CPHX_01	Cphx	Cphx1	ENSMUSG00000095975
M01479	POU6F1_03	POU6F1	Pou6f1	ENSMUSG00000009739
M01480	OBOX5_02	Obox5	Obox5	ENSMUSG00000074366
M01481	HMX1_02	HMX1	Hmx1	ENSMUSG00000067438
M01482	NKX32_02	Nkx3-2	Nkx3-2	ENSMUSG00000049691
M01483	DBX1_01	Dbx-1	Dbx1	ENSMUSG00000030507
M01484	PITX1_01	Pitx1	Pitx1	ENSMUSG00000021506
M01485	IRX3_02	Irx-3	Irx3	ENSMUSG00000031734
M01486	DLX7_01	Dlx-7	Dlx4	ENSMUSG00000020871
M01487	HOXA1_01	HOXA1	Hoxa1	ENSMUSG00000029844
M01488	MEIS2_01	Meis2	Meis2	ENSMUSG00000027210
M01489	NKX61_03	NKX6A	Nkx6-1	ENSMUSG00000035187
M01587	FPM315_01	FPM315 (ZNF263)	Zfp263;Zscan12	ENSMUSG00000022529;ENSMUSG00000036721
M01588	GKLF_02	GKLF (KLF4)	Klf4	ENSMUSG00000003032
M01589	ERR2_01	ERR2 (ESRRB)	Esrrb	ENSMUSG00000021255
M01590	SMAD1_01	SMAD1	Smad1	ENSMUSG00000031681
M01591	TAL1_01	Tal-1 (Scl)	Tal1	ENSMUSG00000028717
M01592	LBP9_01	LBP9  (Tcfcp211)	Tfcp2l1	ENSMUSG00000026380
M01593	ZFX_01	Zfx	Zfx	ENSMUSG00000079509
M01594	TCF3_01	TCF-3	Foxa1;Foxa2;Tcf3	ENSMUSG00000035451;ENSMUSG00000037025;ENSMUSG00000020167
M01595	STAT3_03	STAT3	Stat3	ENSMUSG00000004040
M01596	GLI3_01	Gli3	Gli3	ENSMUSG00000021318
M01597	ZFP281_01	Zfp281	Zfp281	ENSMUSG00000041483
M01598	ZBED6_01	ZBED6	Zbed6	ENSMUSG00000102049
M01599	FOXP3_01	FOXP3	Foxp3	ENSMUSG00000039521
M01650	PNR_01	PNR	Nr2e3	ENSMUSG00000032292
M01651	P53_03	P53	Trp53	ENSMUSG00000059552
M01652	P53_04	p53	Trp53	ENSMUSG00000059552
M01653	HMGIY_01	HMGIY	Hmga1	ENSMUSG00000046711
M01654	DRI1_01	DRI1	Arid3a	ENSMUSG00000019564
M01655	P53_05	p53	Trp53	ENSMUSG00000059552
M01656	P63_01	p63	Trp63	ENSMUSG00000022510
M01657	GLI3_Q5_01	GLI3	Gli3	ENSMUSG00000021318
M01658	AML1_Q4	AML1	Runx1	ENSMUSG00000022952
M01659	CDX2_Q5_01	Cdx-2	Cdx2;Cdx4	ENSMUSG00000029646;ENSMUSG00000031326
M01660	GABPA_Q4	GABP-alpha	Gabpa	ENSMUSG00000008976
M01661	HBP1_Q2	hbp1	Hbp1	ENSMUSG00000002996
M01665	IRF8_Q6	IRF-8	Irf8	ENSMUSG00000041515
M01666	STAT4_Q4	STAT4	Stat4	ENSMUSG00000062939
M01692	LTF_Q6	LTF	Ltf	ENSMUSG00000032496
M01694	YY2	YY2	Yy2	ENSMUSG00000091736
M01695	REX1_01	REX1	Zfp42	ENSMUSG00000051176
M01696	REX1_02	REX1	Zfp42	ENSMUSG00000051176
M01702	GLI1_01	GLI1	Gli1	ENSMUSG00000025407
M01703	GLI2_01	Gli2	Gli2	ENSMUSG00000048402
M01704	GLI3_02	gli3	Gli3	ENSMUSG00000021318
M01705	TCF4_01	TCF-4	Tcf4	ENSMUSG00000053477
M01709	MAFA_Q4	MAFA	Mafa	ENSMUSG00000047591
M01712	CRX_Q4_01	CRX	Crx	ENSMUSG00000041578
M01714	KLF15_Q2	KLF15	Klf15	ENSMUSG00000030087
M01716	MATH1_Q2	MATH1	Atoh1;Tcf3	ENSMUSG00000073043;ENSMUSG00000020167
M01718	NFAT2_Q5	NFATc1	Nfatc1	ENSMUSG00000033016
M01719	OTX2_Q3	OTX2	Otx2	ENSMUSG00000021848
M01721	PUR1_Q4	PUR1	Maz	ENSMUSG00000030678
M01722	RORBETA_Q2	RORbeta	Rorb	ENSMUSG00000036192
M01723	SATB1_Q3	SATB1	Satb1	ENSMUSG00000023927
M01724	T3RALPHA_Q6	T3R-alpha	Thra	ENSMUSG00000058756
M01725	TR4_Q2	TR4	Nr2c2	ENSMUSG00000005893
M01728	EAR2_Q2	EAR2	Ear2	ENSMUSG00000072596
M01733	MZF1_Q5	MZF-1	Mzf1	ENSMUSG00000030380
M01734	NFAT3_Q3	NFATc4	Nfatc4	ENSMUSG00000023411
M01735	PITX3_Q2	PITX3	Pitx3	ENSMUSG00000025229
M01739	TFIIB_Q6	TFIIB	Gtf2b	ENSMUSG00000028271
M01742	ZFP206_01	Zfp206	Zscan10	ENSMUSG00000023902
M01743	ING4_01	ING4	Ing4	ENSMUSG00000030330
M01744	REX1_03	REX1	Zfp42	ENSMUSG00000051176
M01747	BRF1_01	BRF-1	Brf1	ENSMUSG00000011158
M01749	NFAT2_02	NFAT2c1dimer	Nfatc1	ENSMUSG00000033016
M01752	ERG_01	ERG	Erg	ENSMUSG00000040732
M01759	AML2_01	AML2	Runx3	ENSMUSG00000070691
M01768	TFEB_01	TFEB	Tfeb	ENSMUSG00000023990
M01770	XBP1_02	XBP-1	Xbp1	ENSMUSG00000020484
M01772	CEBPE_01	cebpe	Cebpe	ENSMUSG00000052435
M01774	TBR2_01	TBR2	Eomes	ENSMUSG00000032446
M01776	TR4_01	TR4	Nr2c2	ENSMUSG00000005893
M01778	PLAG1_01	PLAG1	Plag1	ENSMUSG00000003282
M01782	TR4_03	TR4	Nr2c2	ENSMUSG00000005893
M01783	SP2_01	SP2	Sp2	ENSMUSG00000018678
M01796	BDP1_01	BDP1	Bdp1	ENSMUSG00000049658
M01797	SIRT6_01	SIRT6	Sirt6	ENSMUSG00000034748
M01798	RPC155_01	RPC155	Polr3a	ENSMUSG00000025280
M01801	ERALPHA_01	ER-alpha	Esr1	ENSMUSG00000019768
M01808	NMYC_02	NMYC	Mycn	ENSMUSG00000037169
M01814	AML2_Q3	AML2	Runx3	ENSMUSG00000070691
M01816	ZBP89_Q4	ZBP89	Zfp148	ENSMUSG00000022811
M01817	TEF1_Q6_03	TEF-1	Tead1	ENSMUSG00000055320
M01820	CREM_Q6	CREM	Crem	ENSMUSG00000063889
M01821	CMYB_Q5	c-Myb	Myb	ENSMUSG00000019982
M01822	CPBP_Q6	CPBP	Klf6	ENSMUSG00000000078
M01823	STAT1_Q6	STAT1	Stat1	ENSMUSG00000026104
M01826	PITX1_Q6	PITX1	Pitx1	ENSMUSG00000021506
M01830	MAX_Q6	MAX	Max	ENSMUSG00000059436
M01834	HOXD9_Q2	Hoxd9	Hoxd9	ENSMUSG00000043342
M01835	GKLF_Q4	GKLF	Klf4	ENSMUSG00000003032
M01836	GR_Q6_02	GR	Nr3c1	ENSMUSG00000024431
M01837	FKLF_Q5	FKLF	Klf11	ENSMUSG00000020653
M01841	ERR1_Q3	ERR1	Esrra	ENSMUSG00000024955
M01843	DEC2_Q2	DEC2	Bhlhe41	ENSMUSG00000030256
M01854	AML2_Q3_01	AML2	Runx3	ENSMUSG00000070691
M01855	AHR_Q6	AHR	Ahr	ENSMUSG00000019256
M01856	AML3_Q6	AML3	Runx2	ENSMUSG00000039153
M01857	AP2ALPHA_Q6	AP-2alpha	Tfap2a	ENSMUSG00000021359
M01859	AP2GAMMA_Q5	AP-2 gamma	Tfap2c	ENSMUSG00000028640
M01860	AP4_Q6_02	AP-4	Tfap4	ENSMUSG00000005718
M01861	ATF1_Q6_01	ATF-1	Atf1	ENSMUSG00000023027
M01862	ATF2_Q5	ATF-2	Atf2	ENSMUSG00000027104
M01863	ATF3_Q6_01	ATF-3	Atf3	ENSMUSG00000026628
M01864	ATF4_Q6	ATF-4	Atf4	ENSMUSG00000042406
M01865	BTEB3_Q5	BTEB3	Klf13	ENSMUSG00000052040
M01866	CEBPA_Q6	C/EBPalpha	Cebpa;Hmgb1	ENSMUSG00000034957;ENSMUSG00000066551
M01868	CEBPE_Q6	C/EBPepsilon	Cebpe	ENSMUSG00000052435
M01869	CEBPG_Q6_01	C/EBPgamma	Cebpg	ENSMUSG00000056216
M01870	CETS1_Q6	C-ets-1	Ets1	ENSMUSG00000032035
M01872	DBP_Q6_01	DBP	Dbp	ENSMUSG00000059824
M01873	EGR1_Q6	Egr-1	Egr1	ENSMUSG00000038418
M01874	EKLF_Q5	EKLF	Klf1	ENSMUSG00000054191
M01875	ERBETA_Q5	ER-beta	Esr2	ENSMUSG00000021055
M01876	GABPBETA_Q3	GABP-beta	Gabpb1;Gabpb2	ENSMUSG00000027361;ENSMUSG00000038766
M01877	GATA2_Q5	GATA-2	Gata2	ENSMUSG00000015053
M01878	GATA3_Q4	GATA-3	Gata3	ENSMUSG00000015619
M01879	HMGIY_Q4	HMGIY	Hmga1	ENSMUSG00000046711
M01882	IRF2_Q6	IRF-2	Irf2	ENSMUSG00000031627
M01883	IRF4_Q6	IRF-4	Irf4	ENSMUSG00000021356
M01884	IRF7_Q3	IRF-7	Irf7	ENSMUSG00000025498
M01886	NFAT4_Q3	NFATc3	Nfatc3	ENSMUSG00000031902
M01888	SMAD3_Q6_01	Smad3	Smad3	ENSMUSG00000032402
M01889	SMAD4_Q6_01	Smad4	Smad4	ENSMUSG00000024515
M01890	STAT5A_Q6	STAT5A	Stat5a	ENSMUSG00000004043
M01894	YY1_Q6_03	YY1	Yy1	ENSMUSG00000021264
M01896	CEBPB_Q6	C/EBPbeta	Cebpb	ENSMUSG00000056501
M01967	PBX1_05	Pbx	Pbx1	ENSMUSG00000052534
M01968	FOXO1_03	FOXO1	Foxo1	ENSMUSG00000044167
M01969	FOXO1_04	FOXO1	Foxo1	ENSMUSG00000044167
M01971	LHX3b_01	LHX3b	Lhx3	ENSMUSG00000026934
M01972	EGR1_02	EGR-1	Egr1	ENSMUSG00000038418
M01973	PLAG1_02	PLAG1	Plag1	ENSMUSG00000003282
M01974	EHF_02	EHF	Ehf	ENSMUSG00000012350
M01975	ELF1_01	ELF1	Elf1	ENSMUSG00000036461
M01976	NERF_01	nerf	Elf2	ENSMUSG00000037174
M01977	ESE1_01	ESE-1	Elf3	ENSMUSG00000003051
M01979	ELF4_01	ELF4	Elf4	ENSMUSG00000031103
M01980	ELF5_02	Elf5	Elf5	ENSMUSG00000027186
M01981	ELK1_05	ELK-1	Elk1	ENSMUSG00000009406
M01982	NET_01	Net (Elk-3)	Elk3	ENSMUSG00000008398
M01983	SAP1A_02	SAP1A (Elk4)	Elk4	ENSMUSG00000026436
M01984	ERF_01	ERF	Erf	ENSMUSG00000040857
M01985	ERG_02	ERG	Erg	ENSMUSG00000040732
M01986	CETS1_01	c-ets-1 (ets1)	Ets1	ENSMUSG00000032035
M01987	ER81_01	ER81	Etv1	ENSMUSG00000004151
M01989	CETS2_01	Ets2 (c-ets-2)	Ets2	ENSMUSG00000022895
M01990	ETV3_01	ETV3	Etv3	ENSMUSG00000003382
M01991	PEA3_01	PEA3	Etv4	ENSMUSG00000017724
M01992	ERM_01	Erm	Etv5	ENSMUSG00000013089
M01993	TEL1_01	TEL1	Etv6	ENSMUSG00000030199
M01996	AR_Q6_01	AR	Ar	ENSMUSG00000046532
M02000	ERR3_Q2	ERR3	Esrrg	ENSMUSG00000026610
M02002	EVI1_Q3	Evi-1	Mecom	ENSMUSG00000027684
M02004	GATA1_Q6	GATA-1	Gata1	ENSMUSG00000031162
M02006	GATA5_Q4	GATA-5	Gata5	ENSMUSG00000015627
M02009	GCNF_Q3	GCNF	Nr6a1	ENSMUSG00000063972
M02010	GFI1_Q6_01	Gfi1	Gfi1	ENSMUSG00000029275
M02011	HES1_Q6	HES-1	Hes1	ENSMUSG00000022528
M02012	HIF1A_Q6	HIF-1alpha	Hif1a	ENSMUSG00000021109
M02014	HNF3B_Q6	HNF-3beta	Foxa2	ENSMUSG00000037025
M02015	HNF3G_Q4	HNF-3gamma	Foxa3	ENSMUSG00000040891
M02016	HNF4A_Q6_01	HNF-4alpha	Hnf4a	ENSMUSG00000017950
M02017	HSF1_Q6_01	HSF1	Hsf1	ENSMUSG00000022556
M02018	HTF4_Q2	HTF4	Tcf12	ENSMUSG00000032228
M02019	LEF1_Q5	LEF-1	Lef1	ENSMUSG00000027985
M02021	LXRBRXRA_Q5	LXRbeta:RXRalpha	Nr1h2;Rxra	ENSMUSG00000060601;ENSMUSG00000015846
M02022	MAFK_Q3	MafK	Mafk	ENSMUSG00000018143
M02023	MAZ_Q6_01	MAZ	Maz	ENSMUSG00000030678
M02024	MEF2A_Q6	mef-2A	Mef2a	ENSMUSG00000030557
M02025	MEF2C_Q4	MEF-2C	Mef2c	ENSMUSG00000005583
M02026	MEF2D_Q4	MEF-2D	Mef2d	ENSMUSG00000001419
M02027	PARP_Q4	PARP	Parp1	ENSMUSG00000026496
M02028	PBX1_Q3	Pbx1	Pbx1	ENSMUSG00000052534
M02031	SPI1_Q5	PU.1	Spi1	ENSMUSG00000002111
M02033	TCF4_Q5_01	TCF-4	Tcf4	ENSMUSG00000053477
M02034	TTF1_Q5	TTF-1	Ttf1	ENSMUSG00000026803
M02036	WT1_Q6_01	WT1	Wt1	ENSMUSG00000016458
M02037	PET1_01	Pet-1	Fev	ENSMUSG00000055197
M02038	FLI1_01	Fli-1	Fli1	ENSMUSG00000016087
M02039	GABPA_01	GABPalpha	Gabpa	ENSMUSG00000008976
M02040	PDEF_01	PDEF	Spdef	ENSMUSG00000024215
M02041	SPIB_02	Spi-B	Spib	ENSMUSG00000008193
M02042	SPIC_01	Spic	Spic	ENSMUSG00000004359
M02043	SPI1_02	SPI1	Spi1	ENSMUSG00000002111
M02044	YY1_03	YY1	Yy1	ENSMUSG00000021264
M02048	MEQCJUN_02	MEQ:c-Jun	Jun	ENSMUSG00000052684
M02050	CTF_01	CTF/NF1	Nfix	ENSMUSG00000001911
M02051	DLX3_02	Dlx-3	Dlx3	ENSMUSG00000001510
M02052	EHF_03	EHF	Ehf	ENSMUSG00000012350
M02053	ELF_02	ELF1	Elf1	ENSMUSG00000036461
M02054	ELF2_02	ELF2	Elf2	ENSMUSG00000037174
M02055	ESE1_02	ESE-1	Elf3	ENSMUSG00000003051
M02056	ELF4_02	ELF4	Elf4	ENSMUSG00000031103
M02057	ELF5_03	Elf5	Elf5	ENSMUSG00000027186
M02058	SAP1A_03	SAP1A (elk4)	Elk4	ENSMUSG00000026436
M02059	ELK1_06	ELK-1	Elk1	ENSMUSG00000009406
M02060	NET_02	Net (Elk-3)	Elk3	ENSMUSG00000008398
M02061	ERF_02	ERF	Erf	ENSMUSG00000040857
M02062	ERG_03	Erg	Erg	ENSMUSG00000040732
M02063	CETS1_02	c-ets-1 (ets1)	Ets1	ENSMUSG00000032035
M02064	CETS2_02	c-ets-2	Ets2	ENSMUSG00000022895
M02065	ER81_02	ER81	Etv1	ENSMUSG00000004151
M02066	PEA3_02	PEA3	Etv4	ENSMUSG00000017724
M02068	ETV3_02	etv3	Etv3	ENSMUSG00000003382
M02069	ERM_02	Erm	Etv5	ENSMUSG00000013089
M02070	TEL1_02	TEL1	Etv6	ENSMUSG00000030199
M02072	PET1_02	Pet-1	Fev	ENSMUSG00000055197
M02073	FLI1_02	Fli-1	Fli1	ENSMUSG00000016087
M02074	GABPA_02	GABPalpha	Gabpa	ENSMUSG00000008976
M02075	PDEF_02	PDEF	Spdef	ENSMUSG00000024215
M02076	SPIB_03	Spi-B	Spib	ENSMUSG00000008193
M02077	SPIC_02	Spic	Spic	ENSMUSG00000004359
M02078	SPI1_03	SPI1	Spi1	ENSMUSG00000002111
M02079	ISL2_02	Isl2	Isl2	ENSMUSG00000032318
M02080	ISL2_03	Isl2	Isl2	ENSMUSG00000032318
M02081	ISL2_04	Isl2	Isl2	ENSMUSG00000032318
M02082	ISL2_05	Isl2	Isl2	ENSMUSG00000032318
M02084	AML1_Q5	AML1	Runx1	ENSMUSG00000022952
M02085	BCL6_Q3_01	Bcl-6	Bcl6	ENSMUSG00000022508
M02086	CDX1_Q5	Cdx-1	Cdx1	ENSMUSG00000024619
M02087	CDX2_Q5_02	CDX-2	Cdx2;Cdx4	ENSMUSG00000029646;ENSMUSG00000031326
M02088	E2A_Q6_01	E2A	Tcf3	ENSMUSG00000020167
M02089	E2F3_Q6	E2F-3	E2f3	ENSMUSG00000016477
M02090	E2F4_Q6	E2F-4	E2f4	ENSMUSG00000014859
M02091	E4F1_Q6_01	E4F1	E4f1	ENSMUSG00000024137
M02092	EGR2_Q6	Egr-2	Egr2	ENSMUSG00000037868
M02093	ERR1_Q2_01	ERR1	Esrra	ENSMUSG00000024955
M02094	ERR3_Q2_01	ERR3	Esrrg	ENSMUSG00000026610
M02095	FRA1_Q6	Fra-1	Fosl1	ENSMUSG00000024912
M02096	IPF1_Q5	ipf1	Pdx1	ENSMUSG00000029644
M02097	LHX3_Q3	LHX3	Lhx3	ENSMUSG00000026934
M02098	LRH1_Q5_01	LRH-1	Nr5a2	ENSMUSG00000026398
M02099	MITF_Q6	MITF	Mitf	ENSMUSG00000035158
M02100	MYOD_Q6_02	MyoD	Myod1	ENSMUSG00000009471
M02102	NRF1_Q6_01	NRF-1	Nrf1	ENSMUSG00000058440
M02104	NFE2_Q6	NF-E2	Nfe2	ENSMUSG00000058794
M02106	NFYA_Q5	NF-YA	Nfya	ENSMUSG00000023994
M02107	NFYC_Q5	NF-YC	Nfyc	ENSMUSG00000032897
M02108	NKX25_Q6	CSX	Nkx2-5	ENSMUSG00000015579
M02110	NR1B1_Q6	NR1B1	Rara	ENSMUSG00000037992
M02111	NR1B2_Q6	NR1B2	Rarb	ENSMUSG00000017491
M02112	OC2_Q3	OC-2	Onecut2	ENSMUSG00000045991
M02113	OCAB_Q6	OCA-B	Pou2af1	ENSMUSG00000032053
M02114	PITX2_Q6	pitx2	Pitx2	ENSMUSG00000028023
M02115	PRX2_Q2	Prx2	Prrx2	ENSMUSG00000039476
M02116	SOX10_Q6_01	Sox-10	Sox10	ENSMUSG00000033006
M02117	STAT4_Q5	STAT4	Stat4	ENSMUSG00000062939
M02119	T3RBETA_Q6_01	T3R-beta	Thrb	ENSMUSG00000021779
M02188	PRRX2_03	Prrx2	Prrx2	ENSMUSG00000039476
M02191	SOX17_05	Sox-17	Sox17	ENSMUSG00000025902
M02219	NR3C1_01	NR3C1	Nr3c1	ENSMUSG00000024431
M02220	HNF4A_03	HNF4A	Hnf4a	ENSMUSG00000017950
M02241	ELF5_04	Elf5	Elf5	ENSMUSG00000027186
M02242	CTCF_03	CTCF	Ctcf	ENSMUSG00000005698
M02246	SOX2_01	Sox-2	Sox2	ENSMUSG00000074637
M02250	MYC_01	Myc	Myc	ENSMUSG00000022346
M02252	EWSR1FLI1_01	EWSR1-FLI1	Ewsr1	ENSMUSG00000009079
M02259	MYCN_01	Mycn	Mycn	ENSMUSG00000037169
M02261	ESR1_01	ESR1	Esr1	ENSMUSG00000019768
M02262	PPARGRXRA_01	PPARgamma:RXR-alpha	Pparg;Rxra	ENSMUSG00000000440;ENSMUSG00000015846
M02263	NFE2L2_01	NFE2L2	Nfe2l2	ENSMUSG00000015839
M02265	NFATC2_01	NFATc2	Nfatc2	ENSMUSG00000027544
M02266	HNF1B_04	HNF1B	Hnf1b	ENSMUSG00000020679
M02267	EBF1_01	EBF1	Ebf1	ENSMUSG00000057098
M02268	INSM1_01	INSM1	Insm1	ENSMUSG00000068154
M02269	FEV_01	FEV	Fev	ENSMUSG00000055197
M02270	FOXO3_02	FOXO3	Foxo3	ENSMUSG00000048756
M02271	HOXA5_03	HOXA5	Hoxa5	ENSMUSG00000038253
M02272	RXRRAR_01	RXR:RAR	Rara;Rxra	ENSMUSG00000037992;ENSMUSG00000015846
M02273	NR4A2_01	NURR1	Nr4a2	ENSMUSG00000026826
M02278	SPI1_04	SPI1	Spi1	ENSMUSG00000002111
M02279	CREB1_01	CREB1	Creb1	ENSMUSG00000025958
M02280	AP1_02	AP1	Fos;Jun	ENSMUSG00000021250;ENSMUSG00000052684
M02281	SP1_03	SP1	Sp1	ENSMUSG00000001280
M02377	ESR2_01	ESR2	Esr2	ENSMUSG00000021055
M02378	HIF1AARNT_01	HIF1A:ARNT	Arnt;Hif1a	ENSMUSG00000015522;ENSMUSG00000021109
M02735	ARID3A_04	DRI1	Arid3a	ENSMUSG00000019564
M02736	ARID5A_03	Arid5a	Arid5a	ENSMUSG00000037447
M02737	ASCL2_03	Ascl2	Ascl2	ENSMUSG00000009248
M02738	ATF1_03	Atf-1	Atf1	ENSMUSG00000023027
M02739	BBX_03	Bbx	Bbx	ENSMUSG00000022641
M02740	BCL6B_03	Bcl6b	Bcl6b	ENSMUSG00000000317
M02742	E2F2_03	E2F-2	E2f2	ENSMUSG00000018983
M02743	E2F3_03	E2F-3	E2f3	ENSMUSG00000016477
M02744	EGR1_06	Egr1	Egr1	ENSMUSG00000038418
M02745	EHF_06	Ehf	Ehf	ENSMUSG00000012350
M02747	EOMES_03	Tbr2	Eomes	ENSMUSG00000032446
M02748	ESRRA_03	ERR1	Esrra	ENSMUSG00000024955
M02749	FOXA2_04	HNF3-beta	Foxa2	ENSMUSG00000037025
M02750	FOXJ1_03	FOXJ1	Foxj1	ENSMUSG00000034227
M02752	FOXK1_03	Foxk1	Foxk1	ENSMUSG00000056493
M02753	FOXL1_04	FOXL1	Foxl1	ENSMUSG00000097084
M02756	GATA5_03	GATA-5	Gata5	ENSMUSG00000015627
M02757	GATA6_04	GATA-6	Gata6	ENSMUSG00000005836
M02758	GCM1_03	GCMa	Gcm1	ENSMUSG00000023333
M02759	GLIS2_03	Glis2	Glis2	ENSMUSG00000014303
M02760	GM397_03	Gm397	Zscan4c;Zscan4f	ENSMUSG00000054272;ENSMUSG00000070828
M02761	GMEB1_03	GMEB-1	Gmeb1	ENSMUSG00000028901
M02762	HBP1_03	Hbp1	Hbp1	ENSMUSG00000002996
M02763	HIC1_05	HIC-1	Hic1	ENSMUSG00000043099
M02764	HNF4A_04	HNF4-alpha	Hnf4a	ENSMUSG00000017950
M02767	IRF3_05	IRF-3	Irf3	ENSMUSG00000003184
M02768	IRF4_03	Irf-4	Irf4	ENSMUSG00000021356
M02769	IRF5_03	IRF-5	Irf5	ENSMUSG00000029771
M02770	IRF6_03	IRF-6	Irf6	ENSMUSG00000026638
M02771	ISGF3G_03	IRF-9	Irf9	ENSMUSG00000002325
M02772	JUNDM2_03	Jdp2	Jdp2	ENSMUSG00000034271
M02773	KLF7_03	Klf7	Klf7	ENSMUSG00000025959
M02774	LEF1_04	LEF-1	Lef1	ENSMUSG00000027985
M02775	MAFB_05	MafB	Mafb	ENSMUSG00000074622
M02776	MAFK_03	MafK	Mafk	ENSMUSG00000018143
M02778	MTF1_05	MTF-1	Mtf1	ENSMUSG00000028890
M02779	MYB_05	c-Myb	Myb	ENSMUSG00000019982
M02780	MYBL1_03	Mybl1	Mybl1	ENSMUSG00000025912
M02781	MYF6_03	MRF4	Myf6	ENSMUSG00000035923
M02782	NKX31_02	NKX3A	Nkx3-1	ENSMUSG00000022061
M02783	NR2F2_03	COUP-TF2	Nr2f2	ENSMUSG00000030551
M02784	OSR1_03	Osr1	Osr1	ENSMUSG00000048387
M02785	OSR2_03	Osr2	Osr2	ENSMUSG00000022330
M02786	PLAGL1_03	Plagl1	Plagl1	ENSMUSG00000019817
M02787	RARA_03	Rara	Rara	ENSMUSG00000037992
M02788	RFX3_04	Rfx3	Rfx3	ENSMUSG00000040929
M02789	RFX4_03	Rfx4	Rfx4	ENSMUSG00000020037
M02790	RFXDC2_03	Rfxdc2	Rfx7	ENSMUSG00000037674
M02791	RXRA_03	RXRalpha	Rxra	ENSMUSG00000015846
M02794	SMAD3_03	Smad3	Smad3	ENSMUSG00000032402
M02795	SOX11_03	Sox-11	Sox11	ENSMUSG00000063632
M02796	SOX12_03	Sox-12	Sox12	ENSMUSG00000051817
M02797	SOX13_03	Sox-13	Sox13	ENSMUSG00000070643
M02798	SOX14_03	Sox-14	Sox14	ENSMUSG00000053747
M02799	SOX15_03	Sox-15	Sox15	ENSMUSG00000041287
M02801	SOX18_03	Sox-18	Sox18	ENSMUSG00000046470
M02802	SOX1_03	Sox-1	Sox1	ENSMUSG00000096014
M02803	SOX21_03	Sox-21	Sox21	ENSMUSG00000061517
M02804	SOX30_03	Sox-30	Sox30	ENSMUSG00000040489
M02807	SOX7_03	Sox-7	Sox7	ENSMUSG00000063060
M02808	SOX8_03	Sox-8	Sox8	ENSMUSG00000024176
M02809	SP100_03	Sp100	Sp100	ENSMUSG00000026222
M02810	SP4_03	Sp4	Sp4	ENSMUSG00000025323
M02811	SPDEF_03	Spdef	Spdef	ENSMUSG00000024215
M02813	SRY_07	Sry	Sry	ENSMUSG00000069036
